character,category,meaning,onyomi,kunyomi,joyo_level,jlpt_level,wk_level
泉,jōyō,"spring, fountain",せん,いずみ,6,N2,12
析,jōyō,analysis,せき,,9,N1,42
潮,jōyō,tide,ちょう,しお,6,N1,43
殿,jōyō,"milord, lord",でん,"との, どの",9,N2,40
鎖,jōyō,chain,さ,"くさり, とざ",9,N1,52
鎮,jōyō,tranquilize,ちん,"おさえ, しず",9,N1,55
縛,jōyō,"bind, restrain",ばく,しば,9,N1,56
堪,jōyō,endure,"かん, たん","た, こた, こ",9,N1,59
随,jōyō,all,ずい,"したが.う, まにま.に",9,N1,53
慈,jōyō,mercy,じ,いつく,9,N1,51
莫,jinmeiyō,"must not, do not, be not",バク、 ボ、 マク、 モ、 ナイ,くれ、 なか.れ、 なし,0,,0
尻,jōyō,butt,,しり,9,,20
債,jōyō,debt,さい,,9,N1,36
巣,jōyō,nest,そう,す,4,N1,31
松,jōyō,"pine, pine tree",,まつ,4,N1,14
寿,jōyō,lifespan,"じゅ, す",,9,,35
沖,jōyō,open sea,ちゅう,おき,9,N1,36
娠,jōyō,pregnant,しん,,9,N1,38
漠,jōyō,"desert, vague",ばく,,9,N1,33
唱,jōyō,chant,しょう,とな.える,4,N1,40
鈴,jōyō,buzzer,りん,すず,9,N1,39
蜂,jōyō,bee,ほう,はち,9,,41
曇,jōyō,cloudy,,くも,9,N2,45
昆,jōyō,descendants,こん,,9,N1,19
餓,jōyō,starve,が,う.える,9,N1,48
穀,jōyō,grain,こく,,6,N1,56
錠,jōyō,lock,じょう,,9,N1,58
妬,jōyō,"jealous, envy",ト、 ツ,ねた.む、 そね.む、 つも.る、 ふさ.ぐ,9,,0
蹴,jōyō,kick,シュク、 シュウ,け.る,9,,0
暢,jinmeiyō,stretch,チョウ,のび.る,0,N1,0
稿,jōyō,draft,こう,"したがき, わら",9,N1,53
促,jōyō,urge,そく,うなが.す,9,N1,29
脈,jōyō,vein,みゃく,,4,N1,31
薦,jōyō,recommend,せん,すす.*,9,N1,34
諾,jōyō,agreement,だく,,9,N1,36
浅,jōyō,shallow,せん,あさ,4,N2,15
謀,jōyō,conspire,ぼう,はか.る,9,N1,49
餌,jōyō,"food, bait, prey, tempting profit",ジ、 ニ,え、 えば、 えさ、 もち,9,,0
憲,jōyō,constitution,けん,,6,N1,28
閣,jōyō,"the cabinet, cabinet",かく,,6,N1,29
系,jōyō,lineage,けい,,6,N1,30
簿,jōyō,record book,ぼ,,9,N1,50
緩,jōyō,loose,かん,ゆる,9,N1,38
祉,jōyō,welfare,し,,9,N1,39
垣,jōyō,"hedge, fence",,かき,9,N1,43
哲,jōyō,philosophy,てつ,,9,N1,42
缶,jōyō,"tin can, can",かん,,9,N2,44
魂,jōyō,"soul, spirit",こん,たましい,9,N1,45
猿,jōyō,monkey,えん,さる,9,N1,46
貼,jōyō,paste,ちょう,は,9,,48
鯨,jōyō,whale,げい,くじら,9,N1,54
寛,jōyō,tolerance,かん,くつろ.ぐ,9,N1,53
喉,jōyō,"throat, voice",コウ,のど,9,,0
肥,jōyō,obese,ひ,,5,N1,25
帝,jōyō,sovereign,てい,みかど,9,N1,46
幕,jōyō,curtain,"まく, ばく",とばり,6,N1,34
輩,jōyō,comrade,はい,,9,N1,25
甲,jōyō,"turtle shell, a",か,"こう, かん",9,N1,39
珠,jōyō,pearl,しゅ,たましい,9,N1,49
遇,jōyō,treatment,ぐう,あ,9,N1,52
酬,jōyō,repay,"しゅう, しゅ, とう",むく,9,N1,54
窮,jōyō,destitute,"きゅう, きょう",きわ,9,N1,56
凡,jōyō,mediocre,"ぼん, はん","おうよ.そ, およ.そ, すべ.て",9,N1,56
頬,jōyō,頬,キョウ,ほお、 ほほ,9,,0
膝,jōyō,"knee, lap",シツ,ひざ,9,,0
里,jōyō,"home village, home town, hometown",り,さと,2,,5
童,jōyō,juvenile,どう,,3,N2,12
崇,jōyō,"worship, revere",すう,あが,9,N1,59
岡,jōyō,hill,,おか,9,,21
菓,jōyō,cake,か,,9,N2,26
蛇,jōyō,snake,じゃ,へび,9,N1,48
彫,jōyō,carve,ちょう,ほ.る,9,N1,35
柱,jōyō,pillar,ちゅう,はしら,3,N2,40
併,jōyō,join,へい,あわ.せる,9,N1,38
漁,jōyō,fishing,"ぎょ, りょう",,4,N2,37
潜,jōyō,conceal,せん,"くぐ.*, ひそ.*",9,N1,41
筒,jōyō,cylinder,とう,つつ,9,N2,43
寧,jōyō,rather,ねい,むし.ろ,9,N1,46
伊,jinmeiyō,italy,い,だ,0,N1,47
縦,jōyō,vertical,じゅう,たて,6,N1,34
搭,jōyō,"board, embark",とう,,9,N1,53
猟,jōyō,hunting,"りょう, れふ","かり, か",9,N1,52
惜,jōyō,frugal,せき,お,9,N1,55
尿,jōyō,"urine, pee",にょう,,9,N1,55
卑,jōyō,"lowly, base",ひ,いや,9,N1,59
貌,jōyō,"form, appearance, countenance",ボウ、 バク,かたち、 かたどる,9,,0
叩,hyōgai,"strike, beat, hit, thrash, criticize",コウ,たた.く、 はた.く、 すぎ,0,,0
詫,jinmeiyō,apologize,タ,わび、 わび.しい、 かこつ、 わ.びる、 わび.る,0,,0
吉,jōyō,good luck,"きつ, きち",よし,9,N1,44
漢,jōyō,"chinese, china",かん,,3,N4,10
秒,jōyō,second,びょう,,3,N2,11
仏,jōyō,buddha,ぶつ,ほとけ,5,N2,15
欧,jōyō,europe,おう,,9,N2,29
幹,jōyō,tree trunk,かん,みき,5,N1,23
絞,jōyō,strangle,こう,"し, しぼ",9,N1,25
序,jōyō,preface,じょ,,5,N1,32
巡,jōyō,patrol,じゅん,めぐ.る,9,N1,40
揚,jōyō,hoist,よう,あげ,9,N1,42
漂,jōyō,drift,ひょう,ただよ.う,9,N1,50
墓,jōyō,grave,ぼ,はか,5,N1,31
泡,jōyō,bubbles,ほう,あわ,9,N1,46
葬,jōyō,burial,そう,ほうむ.る,9,N1,37
煮,jōyō,boil,しゃ,に,9,N1,49
痴,jōyō,stupid,ち,"おろか, し",9,N1,54
疎,jōyō,"neglect, sparse","そ, しょ","うと, ま, ば",9,N1,54
帆,jōyō,sail,はん,ほ,9,N1,58
慌,jōyō,"disconcerted, be confused, lose one's head",コウ,あわ.てる、 あわ.ただしい,9,,0
宛,jōyō,"address, just like, fortunately",エン,あ.てる、 -あて、 -づつ、 あたか.も,9,,0
癌,hyōgai,"cancer, cancerous evil",ガン,,0,,0
芽,jōyō,sprout,が,め,4,N1,44
湾,jōyō,gulf,わん,,9,N2,37
狩,jōyō,hunt,しゅ,か,9,N1,45
鬼,jōyō,demon,き,おに,9,N1,23
頻,jōyō,frequent,ひん,しき.りに,9,N1,40
孫,jōyō,grandchild,そん,まご,4,N2,31
賂,jōyō,bribe,ろ,,9,,38
刷,jōyō,printing,さつ,す.る,4,N2,43
洞,jōyō,cave,どう,ほら,9,N1,50
虐,jōyō,oppress,ぎゃく,しいた,9,N1,53
陳,jōyō,exhibit,ちん,ひ.ねる,9,N1,52
騙,hyōgai,deceive,ヘン,かた.る、 だま.す,0,,0
笛,jōyō,flute,てき,ふえ,3,N1,19
雰,jōyō,atmosphere,ふん,,9,N1,14
渇,jōyō,thirst,かつ,かわ,9,N1,30
偵,jōyō,spy,てい,,9,N1,31
巧,jōyō,adept,こう,"うま.い, たく",9,N1,50
醜,jōyō,ugly,しゅう,"しこ, みにく",9,N1,60
盲,jōyō,blind,もう,めくら,9,N1,57
裸,jōyō,naked,ら,はだか,9,N1,45
翼,jōyō,wing,よく,つばさ,9,N1,44
副,jōyō,"vice, side",ふく,,4,N2,22
撲,jōyō,slap,ぼく,,9,N1,43
肝,jōyō,liver,かん,きも,9,N1,42
俗,jōyō,vulgar,ぞく,,9,N1,49
壇,jōyō,podium,だん,,9,N1,49
贅,hyōgai,luxury,ぜい,いぼ,0,,23
擦,jōyō,grate,さつ,こす.*,9,N1,43
膨,jōyō,swell,ぼう,ふく,9,N1,52
傑,jōyō,"greatness, excellence",けつ,すぐ,9,N1,58
諦,jōyō,"truth, clarity, abandon, give up","テイ, タイ","あきら.める, つまびらか, まこと",9,,0
嫉,jōyō,"jealous, envy",シツ,そね.む、 ねた.む、 にく.む,9,,0
戚,jōyō,"grieve, relatives",ソク、 セキ,いた.む、 うれ.える、 みうち,9,,0
獣,jōyō,"beast, animal",じゅう,けもの,9,N1,26
臨,jōyō,look to,りん,のぞ.む,6,N1,37
嫁,jōyō,bride,か,"よめ, とつ.ぐ",9,N1,45
皇,jōyō,emperor,こう,,6,N1,33
豚,jōyō,"pork, pig",とん,ぶた,9,N1,26
虎,jōyō,tiger,こ,とら,9,N1,41
征,jōyō,subjugate,せい,,9,N1,49
霜,jōyō,frost,,しも,9,N1,48
軌,jōyō,rut,き,,9,N1,50
鬱,jōyō,gloom,うつ,,9,,50
絹,jōyō,silk,けん,きぬ,6,N1,58
嗅,jōyō,"smell, sniff, scent",キュウ,か.ぐ,9,,0
喋,jinmeiyō,"talk, chat, chatter",チョウ、 トウ,しゃべ.る、 ついば.む,0,,0
県,jōyō,prefecture,けん,,3,N2,9
刀,jōyō,"katana, sword",とう,かたな,2,N1,2
戒,jōyō,commandment,かい,いまし.める,9,N1,40
籍,jōyō,enroll,せき,,9,N2,43
如,jōyō,likeness,じょ,ごと.し,9,N1,47
廷,jōyō,courts,てい,,9,N1,50
幣,jōyō,cash,へい,,9,N1,47
膚,jōyō,skin,ふ,はだ,9,N2,51
鼓,jōyō,beat,こ,つづみ,9,N1,57
摂,jōyō,in addition,"せつ, しょう","おさ, かね, と",9,N1,56
碑,jōyō,tombstone,ひ,いしぶみ,9,N1,56
隅,jōyō,corner,ぐう,すみ,9,N2,51
貰,jinmeiyō,"get, have, obtain",セイ、 シャ,もら.う,0,,0
禎,jinmeiyō,"happiness, blessed, good fortune, auspicious",テイ,さいわ.い,0,N1,0
又,jōyō,again,ユウ,また,9,N1,2
雅,jōyō,elegant,が,みや.び,9,N1,40
蝶,jinmeiyō,butterfly,ちょう,,0,N1,56
崎,jōyō,cape,き,さき,9,N1,23
粋,jōyō,stylish,すい,いき,9,N1,34
厄,jōyō,unlucky,やく,,9,N1,35
盤,jōyō,tray,ばん,ばん,9,N1,38
褒,jōyō,praise,ほう,ほ.める,9,N1,40
鈍,jōyō,dull,どん,"にぶ.い, のろ.い",9,N2,46
慰,jōyō,consolation,い,なぐさ.*,9,N1,43
崖,jōyō,cliff,がい,がけ,9,,47
鶴,jōyō,crane,かく,つる,9,N1,49
礎,jōyō,foundation,そ,いしずえ,9,N1,49
訂,jōyō,revise,てい,,9,N1,50
彩,jōyō,"coloring, colouring",さい,いろど.る,9,N1,48
狙,jōyō,aim,そ,ねら.い,9,,37
荘,jōyō,villa,"そう, しょう, ちゃん","あごそ, ほうき",9,N1,54
峡,jōyō,ravine,"きょう, こう",はざま,9,N1,57
乞,jōyō,"beg, invite, ask",コツ、 キツ、 キ、 キケ、 コチ,こ.う,9,,0
咳,hyōgai,"cough, clear throat",カイ、 ガイ,せ.く、 しわぶ.く、 せき、 しわぶき,0,,0
鋼,jōyō,steel,こう,はがね,6,N1,39
幻,jōyō,illusion,げん,まぼろし,9,N1,17
粘,jōyō,sticky,ねん,ねば.る,9,N1,47
邦,jōyō,home country,ほう,くに,9,N1,39
唇,jōyō,lips,,くちびる,9,N1,47
茂,jōyō,luxuriant,も,しげ.る,9,N1,40
砕,jōyō,smash,さい,くだ.*,9,N1,47
浸,jōyō,immersed,しん,ひた.*,9,N1,49
斜,jōyō,diagonal,しゃ,なな.め,9,N1,48
繕,jōyō,"darning, repair, mend, trim, tidy up, adjust",ゼン,つくろ.う,9,N1,0
袖,jōyō,"sleeve, wing (building), extension, give cold shoulder",シュウ,そで,9,,0
澄,jōyō,lucidity,ちょう,す.*,9,N1,45
鑑,jōyō,model,かん,,9,N1,31
綺,jinmeiyō,beautiful,き,,0,N1,28
欺,jōyō,deceit,ぎ,あざむ.く,9,N1,47
竜,jōyō,dragon,りゅう,たつ,9,N1,44
姫,jōyō,princess,,ひめ,9,N1,44
架,jōyō,shelf,か,か.*,9,N1,46
軟,jōyō,soft,なん,やわ,9,N2,51
奉,jōyō,dedicate,"ほう, ぶ","たてまつ, ほう, まつ",9,N1,55
傍,jōyō,"nearby, side",ぼう,"かたわ, わき, おか, はた, そば",9,N1,55
賊,jōyō,robber,ぞく,,9,N1,57
肖,jōyō,resemblance,しょう,あやか,9,N1,58
幌,jinmeiyō,"canopy, awning, hood, curtain",コウ,ほろ、 とばり,0,,0
仙,jōyō,hermit,せん,,9,N1,39
聡,jinmeiyō,wise,そう,"さと.い, みみざと.い",0,N1,51
兆,jōyō,omen,ちょう,,4,N2,37
菌,jōyō,bacteria,きん,,9,N1,45
宴,jōyō,banquet,えん,うたげ,9,N1,29
倉,jōyō,warehouse,そう,くら,4,N1,31
盟,jōyō,alliance,めい,,6,N1,36
拳,jōyō,fist,けん,こぶし,9,N1,41
炉,jōyō,furnace,ろ,いろり,9,N1,43
零,jōyō,zero,れい,こぼ.す,9,N2,46
抽,jōyō,pluck,ちゅう,,9,N1,49
拓,jōyō,cultivation,たく,,9,N1,49
蚊,jōyō,mosquito,,か,9,N1,48
擁,jōyō,embrace,よう,,9,N1,52
哺,jōyō,"nurse, suckle",ほ,"ほぐく, ふく",9,,54
傲,jōyō,proud,ごう,"あなど, おご",9,,54
沙,jōyō,sand,"さ, しゃ","すな, よなげる",9,N1,59
綴,jinmeiyō,"compose, spell, write, bind (books)","テイ, テツ, テチ, ゲツ","と.じる, つづ.る, つづり, すみ.やか",0,,0
溢,jinmeiyō,"overflow, inundate, spill",イツ,こぼ.れる、 あふ.れる、 み.ちる,0,,0
紐,jinmeiyō,"string, cord, braid, lace, tape, strap, ribbon",チュウ、 ジュウ,ひも,0,,0
拭,jōyō,"wipe, mop, swab",ショク、 シキ,ぬぐ.う、 ふ.く,9,,0
剥,jōyō,"come off, peel, fade, discolor",ハク、 ホク,へ.ぐ、 へず.る、 む.く、 む.ける、 は.がれる、 は.ぐ、 は.げる、 は.がす,9,,0
些,jinmeiyō,"a little bit, sometimes",サ、 シャ,ち.と、 ち.っと、 いささか,0,,0
鐘,jōyō,bell,しょう,かね,9,N1,45
盾,jōyō,shield,じゅん,たて,9,N1,48
汁,jōyō,soup,じゅう,しる,9,N1,35
枕,jōyō,pillow,しん,まくら,9,,30
瀬,jōyō,"rapids, shallows",らい,せ,9,N1,41
鉱,jōyō,mineral,こう,あらがね,5,N2,41
寮,jōyō,dormitory,りょう,,9,N1,46
迅,jōyō,swift,じん,,9,N1,48
廊,jōyō,corridor,ろう,,9,N1,31
噴,jōyō,erupt,ふん,ふ,9,N1,52
倹,jōyō,"thrifty, frugal, thrift",けん,"つづまやか, つま",9,N1,60
凝,jōyō,"congeal, freeze",ぎょう,"こ, こご",9,N1,55
汰,jōyō,select,"た, たい","おご, にご, よな",9,N1,59
潰,jōyō,"crush, smash, break, dissipate",カイ、 エ,つぶ.す、 つぶ.れる、 つい.える,9,,0
銅,jōyō,copper,どう,あかがね,5,N2,35
鍋,jōyō,pot,,なべ,9,,35
摩,jōyō,chafe,ま,さす.る,9,N1,43
矛,jōyō,halberd,む,ほこ,9,N1,45
懲,jōyō,chastise,ちょう,こ.りる,9,N1,43
恒,jōyō,"constant, always",こう,"つね, つねに",9,N1,52
阻,jōyō,thwart,そ,はば.む,9,N1,46
詐,jōyō,lie,さ,いつわ.る,9,N1,47
婆,jōyō,old woman,ば,ばあ,9,N1,47
淡,jōyō,faint,たん,あわ.い,9,N1,49
雌,jōyō,female,し,"めす, め, めん",9,N1,59
塞,jōyō,"close, shut, cover, block, obstruct",ソク、 サイ,ふさ.ぐ、 とりで、 み.ちる,9,,0
惚,jinmeiyō,"fall in love with, admire, grow senile",コツ,ほけ.る、 ぼ.ける、 ほ.れる,0,,0
采,jōyō,"dice, form, appearance, take, gather, coloring",サイ,と.る、 いろどり,9,N1,0
瀕,jinmeiyō,"shore, brink, verge",ヒン,ほとり,0,,0
諺,jinmeiyō,proverb,ゲン,ことわざ,0,,0
逸,jōyō,"deviate, elude",いつ,"そ, はぐ",9,N1,54
燥,jōyō,dry up,そう,はしゃ.ぐ,9,N2,51
弓,jōyō,bow,きゅう,ゆみ,2,N1,18
憾,jōyō,"remorse, regret",かん,うら,9,N1,55
訟,jōyō,lawsuit,しょう,,9,N1,25
垂,jōyō,"dangle, drip",すい,た.*,6,N1,33
津,jōyō,haven,しん,つ,9,N1,36
兼,jōyō,concurrently,けん,か.ねる,9,N1,40
桃,jōyō,peach,,もも,9,N1,44
冠,jōyō,"crown, cap",かん,かんむり,9,N1,54
娯,jōyō,recreation,ご,,9,N1,44
粒,jōyō,grains,りゅう,つぶ,9,N2,44
虹,jōyō,rainbow,こう,にじ,9,N1,47
秩,jōyō,"order, regularity",ちつ,,9,N1,52
脂,jōyō,fat,し,あぶら        ,9,N2,51
顕,jōyō,"appear, existing",けん,"あきらか, あらわ",9,N1,54
虜,jōyō,captive,"りょ, ろ","とりく, とりこ",9,N1,55
弊,jōyō,evil,へい,,9,N1,56
遥,jinmeiyō,"far off, far away",よう,はる,0,N1,56
窃,jōyō,steal,せつ,"ぬす, ひそ",9,N1,58
享,jōyō,receive,"きょう, こう",う,9,N1,58
痩,jōyō,get thin,ソウ、 チュウ、 シュウ、 シュ,や.せる,9,,0
雀,jinmeiyō,sparrow,ジャク、 ジャン、 サク、 シャク,すずめ,0,,0
掻,hyōgai,"scratch, rake, comb, paddle, behead",ソウ,か.く,0,,0
昧,jōyō,"dark, foolish",マイ、 バイ,くら.い、 むさぼ.る,9,,0
錆,jinmeiyō,tarnish,ショウ、 セイ,さび、 くわ.しい,0,,0
狼,jinmeiyō,wolf,ロウ,おおかみ,0,,0
檎,jinmeiyō,apple,キン、 ゴン、 ゴ,,0,,0
葡,jinmeiyō,"wild grape, Portugal",ブ、 ホ,,0,,0
萄,jinmeiyō,"grape vine, wild grape",ドウ、 トウ,,0,,0
鳩,jinmeiyō,"dove, pigeon",く,はと,0,N1,46
剰,jōyō,surplus,じょう,"あまつさえ, あま",9,N1,53
繊,jōyō,"fiber, slender",せん,,9,N1,53
茎,jōyō,stem,"きょう, けい",くき,9,N1,54
喝,jōyō,scold,かつ,,9,N1,57
僧,jōyō,"priest, monk",そう,,9,N1,18
塁,jōyō,"base, baseball base",るい,,9,N1,37
韓,jōyō,korea,かん,,9,,29
江,jōyō,"inlet, bay",こう,え,9,N1,29
伎,jōyō,deed,き,わざ,9,N1,36
謙,jōyō,modesty,けん,,9,N1,39
斐,jinmeiyō,patterned,い,,0,N1,39
透,jōyō,transparent,とう,す.ける,9,N1,40
蜜,jōyō,honey,みつ,,9,,41
撤,jōyō,withdrawal,てつ,,9,N1,41
舟,jōyō,boat,しゅう,"ふね, ふな",9,N2,45
滴,jōyō,drip,てき,したた.る,9,N2,47
把,jōyō,"bundle, grasp","わ, は",,9,N1,50
疫,jōyō,epidemic,えき,,9,N1,50
旦,jōyō,dawn,"たん, だん","あきら, あき, あさ, あした, ただし",9,N1,55
扶,jōyō,aid,ふ,たす,9,N1,58
苛,jōyō,"torment, scold, chastise",カ,いじ.める、 さいな.む、 いらだ.つ、 からい、 こまかい,9,,0
釘,jinmeiyō,"nail, tack, peg",テイ、 チョウ,くぎ,0,,0
掴,hyōgai,"catch, seize, grasp, hold, arrest, capture",カク,つか.む、 つか.まえる、 つか.まる,0,,0
曖,jōyō,"dark, not clear",アイ,くら.い,9,,0
挫,jōyō,"crush, break, sprain, discourage",ザ、 サ,くじ.く、 くじ.ける,9,,0
董,jinmeiyō,correct,トウ,ただ.す,0,,0
勃,jōyō,"suddenness, rise",ボツ、 ホツ,おこ.る、 にわかに,9,,0
饉,hyōgai,hunger,キン,う.える,0,,0
竹,jōyō,bamboo,,たけ,1,N2,4
綱,jōyō,cable,こう,つな,9,N1,42
煩,jōyō,"annoy, annoying","はん, ぼん","うるさ, わすら",9,N1,60
壌,jōyō,"soil, earth",じょう,つち,9,N1,53
爪,jōyō,claw,そう,"つま, つめ",9,,34
姓,jōyō,"surname, family name","せい, しょう",,9,N2,36
壮,jōyō,robust,そう,,9,N1,50
賀,jōyō,congratulations,が,,5,N1,22
斉,jōyō,simultaneous,せい,,9,N1,43
鍛,jōyō,forge,たん,きた.える,9,N1,46
瞭,jōyō,clear,りょう,,9,N1,47
扇,jōyō,folding fan,せん,"おうぎ, あう.ぐ",9,N1,47
恨,jōyō,grudge,こん,うら.む,9,N1,47
陶,jōyō,pottery,とう,,9,N1,49
嬢,jōyō,miss,じょう,むすめ,9,N1,45
胞,jōyō,"cell, placenta",ほう,,9,N1,53
蛮,jōyō,barbarian,ばん,えびす,9,N1,60
据,jōyō,install,きょ,す,9,N1,53
葵,jinmeiyō,hollyhock,き,あおい,0,N1,53
癒,jōyō,"healing, cure",ゆ,"い, いや",9,N1,55
憤,jōyō,resent,ふん,いきどお,9,N1,58
亜,jōyō,asia,あ,つ,9,N1,59
鼠,hyōgai,"rat, mouse, dark gray",ソ、 ショ,ねずみ、 ねず,0,,0
杖,jinmeiyō,"staff, cane",ジョウ,つえ,0,,0
覗,hyōgai,"peep, peek, come in sight",シ,のぞ.く、 うかが.う,0,,0
溜,jinmeiyō,"collect, gather, be in arrears",リュウ,た.まる、 たま.る、 た.める、 したた.る、 たまり、 ため,0,,0
捻,jōyō,"twirl, twist, play with",ネン、 ジョウ,ね.じる、 ねじ.る、 ひね.くる、 ひね.る,9,,0
痺,hyōgai,"palsy, become numb, paralysed",ヒ,しび.れる,0,,0
餐,hyōgai,"eat, drink, swallow",サン、 ソン,の.む、 くら.う,0,,0
践,jōyō,"practice, trample",せん,ふ,9,N1,54
慨,jōyō,sigh,がい,,9,N1,58
庁,jōyō,"agency, government office",ちょう,,6,N2,24
径,jōyō,diameter,けい,,4,N1,31
託,jōyō,consign,たく,かこ.*,9,N1,38
措,jōyō,set aside,そ,,9,N1,41
滝,jōyō,waterfall,,たき,9,N1,45
伯,jōyō,chief,"はく, お",,9,N1,50
殖,jōyō,multiply,しょく,ふ.える,9,N1,40
潤,jōyō,watered,じゅん,"うるお.*, うる.む",9,N1,49
騎,jōyō,horse,き,,9,N1,48
宜,jōyō,best regards,ぎ,よろ,9,N1,38
挟,jōyō,between,"きょう, しょう",はさ,9,N2,51
粛,jōyō,solemn,"しゅく, すく",つつし,9,N1,54
呆,hyōgai,shock,ほう,"あき, おろか, ほけ, ぼ",0,,54
錯,jōyō,"confused, mixed","さく, しゃく",,9,N1,56
赦,jōyō,pardon,しゃ,,9,N1,58
慶,jōyō,congratulate,けい,よろこ,9,N1,59
邸,jōyō,residence,てい,やしき,9,N1,51
拐,jōyō,kidnap,かい,,9,N1,54
丹,jōyō,"rust colored, red",たん,に,9,N1,53
殆,jinmeiyō,"almost, quite, really",タイ、 サイ,ほとほと、 ほとん.ど、 あやうい,0,,0
薔,hyōgai,a kind of grass,バ、 ショウ、 ショク、 ソウ,みずたで,0,,0
薇,hyōgai,an edible fern,ラ、 ビ,ぜんまい,0,,0
讐,hyōgai,"enemy, revenge",シュウ,あだ、 むく.いる、 あ.たる,0,,0
肘,jōyō,"elbow, arm",チュウ,ひじ,9,,0
碗,jinmeiyō,"porcelain bowl, tea cup",ワン,こばち,0,,0
箸,jōyō,chopsticks,ちゃく,はし,9,,47
昭,jōyō,shining,しょう,,3,N1,37
棋,jōyō,chess piece,き,ご,9,N1,39
呪,jōyō,curse,,のろ,9,,45
刃,jōyō,blade,じん,は,9,N1,44
扉,jōyō,front door,ひ,とびら,9,N1,47
掌,jōyō,manipulate,しょう,てのひら,9,N1,47
紫,jōyō,purple,し,むらさき,9,N1,49
盆,jōyō,lantern festival,ぼん,,9,N1,46
懇,jōyō,courteous,こん,,9,N1,43
鉢,jōyō,bowl,はち,,9,N1,48
畳,jōyō,tatami mat,じょう,たたみ,9,N2,47
倫,jōyō,ethics,りん,,9,N1,52
耕,jōyō,plow,こう,たがや.す,5,N2,51
狐,hyōgai,fox,こ,きつね,0,,60
呈,jōyō,"present, display",てい,,9,N1,54
循,jōyō,"circulation, sequential",じゅん,,9,N1,55
凄,jōyō,"uncanny, weird, threatening, horrible",セイ、 サイ,さむ.い、 すご.い、 すさ.まじい,9,,0
揃,jinmeiyō,"be complete, uniform, all present",セン,そろ.える、 そろ.う、 そろ.い、 き.る,0,,0
蓋,jōyō,"cover, lid, flap",ガイ、 カイ、 コウ,ふた、 けだ.し、 おお.う、 かさ、 かこう,9,,0
勿,jinmeiyō,"not, must not, do not, be not",モチ、 ブツ、 ボツ,なか.れ、 なし,0,,0
痕,jōyō,"mark, foot print",コン,あと,9,,0
這,jinmeiyō,"crawl, creep, grovel, trail (vines)",シャ、 ゲン,は.う、 は.い、 むか.える、 この,0,,0
罠,hyōgai,"trap, snare",ビン、 ミン,わな、 あみ,0,,0
轢,hyōgai,run over,レキ,ひ.く、 きし.る,0,,0
眉,jōyō,eyebrow,ビ、 ミ,まゆ,9,N1,0
唾,jōyō,"saliva, sputum",ダ、 タ,つば、 つばき,9,,0
弄,jōyō,"play with, tamper, trifle with",ロウ、 ル,いじく.る、 ろう.する、 いじ.る、 ひねく.る、 たわむ.れる、 もてあそ.ぶ,9,,0
箇,jōyō,counter for articles,カ、 コ,,9,N1,0
柵,jōyō,"stockade, fence, weir, entwine around",サク、 サン,しがら.む、 しがらみ、 とりで、 やらい,9,,0
叶,jinmeiyō,"grant, answer",キョウ,かな.える、 かな.う,0,N1,0
羨,jōyō,"envious, be jealous, covet",セン、 エン,うらや.む、 あまり,9,,0
馳,jinmeiyō,"run, gallop, sail, drive (a wagon), win (fame), despatch",チ、 ジ,は.せる,0,,0
稽,jōyō,"think, consider",ケイ,かんが.える、 とど.める,9,,0
賜,jōyō,"grant, gift, boon, results",シ,たまわ.る、 たま.う、 たも.う,9,N1,0
吊,hyōgai,"suspend, hang, wear (sword)",チョウ,つ.る、 つる.す,0,,0
濫,jōyō,"excessive, overflow, spread out",ラン,みだ.りに、 みだ.りがましい,9,N1,0
括,jōyō,fasten,かつ,くく.る,9,N1,42
紋,jōyō,family crest,もん,,9,N1,54
膜,jōyō,membrane,まく,,9,N1,57
貝,jōyō,"shellfish, shell, clam",,かい,1,N2,4
陪,jōyō,accompany,ばい,,9,N1,58
肪,jōyō,"obese, fat",ぼう,,9,N1,51
凶,jōyō,villain,きょう,,9,N1,45
還,jōyō,send back,かん,かえ.る,9,N1,38
溝,jōyō,gutter,こう,みぞ,9,N1,45
須,jōyō,necessary,"す, しゅ","すべから, すべし, ひげ, まつ, もち, もと",9,N1,52
爽,jōyō,refreshing,そう,さわ,9,N1,47
尺,jōyō,"shaku, japanese foot",しゃく,,6,N1,47
挿,jōyō,insert,そう,さ.す,9,N1,47
戯,jōyō,play,"ぎ, げ","ざ, じゃ, たわむ",9,N1,58
衡,jōyō,equilibrium,こう,,9,N1,57
堤,jōyō,embankment,てい,つつみ,9,N1,50
畜,jōyō,livestock,ちく,,9,N2,48
拘,jōyō,arrest,こう,かか.わる,9,N1,49
矯,jōyō,"correct, straighten",きょう,た,9,N1,60
那,jōyō,what,"な, だ","いかん, なに, なんぞ",9,N1,55
乙,jōyō,"latter, b","おつ, いつ","おと, きのと",9,N1,57
旋,jōyō,"rotation, revolution",せん,,9,N1,57
媒,jōyō,mediator,ばい,なこうど,9,N1,58
憧,jōyō,"long for, yearn","しょう, とう, どう",あこが,9,N1,59
蛙,hyōgai,frog,ア、 ワ,かえる、 かわず,0,,0
馴,jinmeiyō,"get used to, experienced, tamed",ジュン、 シュン、 クン,な.れる、 な.らす、 したが.う,0,,0
彙,jōyō,"same kind, collect, classify, category, hedgehog",イ,はりねずみ,9,,0
埃,hyōgai,dust,アイ,ほこり、 ちり,0,,0
